label,message,message_length
0,good thing im getting connection bw,55
1,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sm,114
0,room,22
0,bad girl lady,48
0,youre still maybe leave credit card get gas get back like told,99
0,home also,13
0,got fujitsu ibm hp toshiba got lot model say,65
0,kkare college,24
0,find way didnt include detail,70
1,six chance win cash pound txt csh send cost pday day tsandcs apply reply hl info,136
0,whats oga left phone home saw ur message hope good great weekend,110
0,message phone im holding,44
1,u secret admirer looking make contact ufind rreveal think ur specialcall,145
0,annoying isnt,18
0,reverse cheating mathematics,45
1,got take take part wrc rally oz u lucozade energy text rally le p see pack lucozadecoukwrc itcould u,159
0,thanks chikku gud nyt,29
0,great hear settling well whats happenin wit ola,64
0,jolly good way give u ticket sat eve speak x,82
0,so amount get pls,30
0,sure ill see come bit,40
0,prob send email,35
0,free call pa,23
0,langport sorry ill probably bed pm suck ill xmas gosri lanka,133
0,edison rightly said fool ask question wise man answer know u speechless viva gmgngegnt,155
0,sent scream moan bed princess,57
0,wonder youll get text,33
0,thank youve wonderful,36
0,wat uniform get,26
0,world suffers lot violence bad people silence good people gud night,127
0,shoot im doc waiting room,45
0,yo im parent gettin cash good news picked downstem,70
0,noi got rumour going buy apartment chennai,63
0,normally use drink water daily,42
0,ay wana meet sat wkg sat,33
0,ill call evening ill idea,36
0,hey around ive got enough half ten owe,62
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
0,hai priya right doctor said pa,60
0,sorry ill call later meeting sir,49
0,haha im dinner cousin,54
0,babe think got ur brolly left english wil bring mrw u luv franxx,86
0,unni thank dear rechargerakhesh,45
0,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish,154
0,hello darlin ive finished college txt u finish u love kate xxx,84
0,would really appreciate call need someone talk,69
0,welp apparently retired,26
0,guai shd haf seen he naughty free today go jogging,82
0,kkthis month kotees birthday know,36
0,still grand prix,24
0,promise take good care princess run please send pic get chance ttyl,110
0,ask keep one maybe thats didnt get message sent glo,110
0,told number gautham,31
0,random saw old roomate campus graduated,58
0,slave want take picture today bright light cell phone bright light,112
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes,126
0,baaaaabe miss youuuuu go teach class,84
1,double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptouthf,151
0,yeah still give ride,32
0,saw ron burgundy captaining party boat yeah,55
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,134
1,pdatenow double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl,163
0,take u shopping mark distract isaiahd,53
0,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard,189
0,hey galsu wan na meet dinner nte,46
0,e msg jus u said thanks gift,41
0,good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea,160
0,mmmm fuck fair know weakness grin push knee expose belly pull head dont forget know wicked smile,183
0,reach ur home ltgt minute,43
0,gud ni dearslp welltake careswt dreamsmuah,53
0,depends u going lor,29
1,twinks bear scallies skin jock calling dont miss weekend fun call pmin stop text call nat rate,156
1,hi mandy sullivan calling hotmix fmyou chosen receive easter prize drawplease telephone claim prize transferred someone else,223
0,dont know shes getting message,47
0,ok thanx,11
0,derp worse dude always want party dude file complaint three drug abuser life,129
0,well like actually called someone punto woulda worse,78
0,cant pick phone right pls send message,51
0,got ta collect da car lei,32
0,home always chat,26
0,operate ltgt,42
0,ok askd u knw tht,38
0,ok later showing around want cld drink wld prefer spend money nosh dont mind nxt wk,154
0,cutest girl world,44
0,whenre guy getting back g said thinking staying mcr,81
0,hows queen going royal wedding,71
0,go buy wif meet later,44
0,ditto wont worry saying anything anymore like said last night whatever want ill peace,153
0,r going today meeting,28
0,mm umma ask vava also come tell play later together,62
0,think da wil,23
0,first answer question,25
0,train back northampton im afraid,56
0,wait u lor need feel bad lar,49
0,dont worry well finished march ish,53
1,valentine day special win quiz take partner trip lifetime send go pmsg rcvd custcare,158
1,awarded sipix digital camera call landline delivery within day c box mbp yr warranty ppm p p,152
0,good morning boytoy hows yummy lip wheres sexy bun think crave need,149
1,lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto,156
0,pen thing beyond joke wont biro dont master cant ever,97
1,hi ibh customer loyalty offer new nokia mobile txtauctiontxt wordstart get nowt,142
0,gettin rdy ship comp,23
0,err cud im going pm havent got way contact,83
0,ltgt great loxahatchee xmas tree burning update totally see star,85
0,compliment away system side,60
0,thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx,91
0,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer,142
0,heygreat dealfarm tour pm pax deposit may,70
0,management puzzeles,23
1,recieve tone within next hr term condition please see channel u teletext pg,111
0,show wot say could u c dust,64
0,cud u tell ppl im gona b bit l co bus hav gon past co full im still waitin pete x,107
0,standing,24
0,esplanade lor else,28
0,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,159
1,important information orange user xxxxxxx today lucky dayfind log onto httpwwwurawinnercom there fantastic surprise awaiting,163
0,yeah whatever lol,17
0,sorry went bed early nightnight,36
0,let pool money together buy bunch lotto ticket win get ltgt u get ltgt deal,116
0,anything lor u decide,27
0,hey still want go yogasana coz end cine go bathe hav steam bath,101
1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call,122
0,honestly ive made lovely cup tea promptly dropped key burnt finger getting,122
0,enjoy ur life good night,27
1,show ur colour euro offer get england flag lion tone ur phone click following service message info,135
0,party alex nichols,33
0,alright babe justthought id sayhey u doinnearly endof wk offdam nevamindwe hook sn uwant lovejen x,136
0,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas,121
0,sorry sent blank msg yup trying serious studying,74
0,tomorrow going theatre come wherever u call tell come tomorrow,117
0,princess kitty shaved natural,42
0,really need kiss u miss u baby ur baby eva,57
0,gift trying get throw cliff something,73
0,found diff farm shop buy cheese way back call,85
0,awesome think get th usf time tonight,58
0,gr see message r u leaving congrats dear school wat r ur plan,96
0,call ure done,25
0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,124
1,contacted dating service someone know find call land line poboxwtgp,140
0,hope thing went well doctor reminds still need godid u c little thing left lounge,110
0,love u babe r u sure everything alrite idiot txt bak girlie,84
0,wondering would okay call uncle john let know thing nigeria r ltgt dollar year sent know strain plan pay back every dime give every dime expect anything practical something like,338
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h,324
0,alright ill head minute text meet,66
0,hi jon pete ive bin spain recently hav sum dinero left bill said u ur rent mayb interested hav pe around tb james,157
0,please give u connection today ltdecimalgt refund bill,86
0,thats ebay might le elsewhere,46
0,guy leaving,26
0,u wan haf lunch im da canteen,40
0,u attend ur driving lesson many time wk n day,59
0,idea guess well work hour supposed leave since usual nobody interest figuring shit last second,157
0,erm ill pick pm thatll give enough time get park,92
0,total disappointment texted craziest shit got,68
0,tell make little spreadsheet track whose idea smoke determine smoke much entire month february ill come,166
0,okay name ur price long legal wen pick u ave x am xx,81
1,please call immediately urgent message waiting,81
1,loan purpose homeowner tenant welcome previously refused still help call free text back help,162
0,love isnt decision feeling could decide love life would much simpler le magical,126
0,escape theatre going watch kavalan minute,69
0,hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss,149
0,hope youre much fun without see u tomorrow love jess x,75
0,free nowcan call,32
0,k might come tonight class let early,58
0,nothing really making sure everybodys speed,56
1,ur cashbalance currently pound maximize ur cashin send collect pmsg cc po box tcrw,142
0,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,83
0,ok lor reaching message,34
0,keep seeing weird shit bein woah realising actually reasonable im oh,101
0,havent got da topic yet rite,36
0,ooooooh forgot tell u get yoville phone,59
0,oh ok wats ur email,23
0,finish liao u,17
0,haha awesome omw back,31
0,u still havent got urself jacket ah,38
0,intrepid duo great time see soon,63
0,getting back time soon,31
0,erutupalam thandiyachu,22
0,feb ltgt love u day send dis ur valued frnds evn come back ull gt married person u luv u ignore dis u lose ur luv evr,165
0,dont think u got think use got good ni,90
0,hey whats plan sat,32
0,bot note oredi co juz rem got,43
0,lol yeah point guess,34
1,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alert reply word,155
